statement,label
"556 is in the set [51, 86, 162, 556, 700]",1
"346 is in the set [80, 120, 293, 590, 672]",0
"566 is in the set [376, 472, 513, 566, 996]",1
"916 is in the set [260, 607, 634, 753, 857]",0
"194 is in the set [194, 303, 500, 567, 594]",1
"481 is in the set [124, 165, 476, 633, 696]",0
"420 is in the set [231, 363, 420, 607, 779]",1
"498 is in the set [509, 609, 631, 830, 954]",0
"462 is in the set [120, 205, 309, 392, 462]",1
"349 is in the set [78, 394, 476, 550, 822]",0
"220 is in the set [220, 704, 778, 804, 834]",1
"538 is in the set [104, 617, 738, 741, 872]",0
"913 is in the set [20, 143, 145, 248, 913]",1
"6 is in the set [40, 177, 199, 218, 965]",0
"699 is in the set [105, 107, 550, 699, 914]",1
"809 is in the set [43, 755, 776, 818, 907]",0
"246 is in the set [246, 317, 413, 959, 995]",1
"365 is in the set [226, 374, 530, 858, 914]",0
"239 is in the set [239, 256, 466, 475, 509]",1
"620 is in the set [103, 378, 452, 894, 980]",0
"321 is in the set [51, 94, 99, 321, 408]",1
"826 is in the set [82, 258, 508, 713, 992]",0
"182 is in the set [157, 181, 182, 191, 671]",1
"768 is in the set [33, 197, 319, 384, 995]",0
"552 is in the set [271, 336, 454, 552, 676]",1
"504 is in the set [145, 276, 511, 552, 830]",0
"753 is in the set [61, 431, 753, 984, 993]",1
"32 is in the set [271, 354, 627, 665, 666]",0
"708 is in the set [255, 546, 708, 824, 973]",1
"794 is in the set [290, 310, 668, 699, 825]",0
"809 is in the set [388, 438, 632, 809, 994]",1
"422 is in the set [37, 39, 344, 527, 752]",0
"667 is in the set [13, 41, 548, 638, 667]",1
"443 is in the set [44, 91, 206, 687, 806]",0
"569 is in the set [502, 569, 741, 746, 762]",1
"237 is in the set [12, 447, 534, 662, 859]",0
"678 is in the set [253, 268, 678, 827, 971]",1
"377 is in the set [3, 21, 167, 609, 758]",0
"467 is in the set [6, 121, 412, 467, 944]",1
"53 is in the set [348, 442, 590, 633, 895]",0
"163 is in the set [163, 249, 358, 501, 737]",1
"739 is in the set [136, 491, 571, 582, 812]",0
"10 is in the set [10, 519, 646, 743, 889]",1
"178 is in the set [177, 194, 494, 888, 942]",0
"393 is in the set [97, 334, 393, 536, 971]",1
"144 is in the set [25, 377, 574, 591, 645]",0
"193 is in the set [193, 433, 501, 839, 896]",1
"43 is in the set [29, 237, 513, 521, 722]",0
"826 is in the set [129, 415, 808, 826, 947]",1
"557 is in the set [54, 143, 449, 578, 960]",0
"690 is in the set [185, 444, 690, 745, 910]",1
"158 is in the set [4, 538, 581, 821, 824]",0
"505 is in the set [10, 393, 431, 505, 890]",1
"531 is in the set [184, 329, 638, 689, 901]",0
"624 is in the set [317, 549, 624, 682, 942]",1
"442 is in the set [73, 346, 534, 952, 998]",0
"249 is in the set [35, 168, 249, 574, 661]",1
"579 is in the set [129, 170, 233, 841, 908]",0
"420 is in the set [217, 348, 420, 789, 977]",1
"20 is in the set [24, 193, 271, 572, 638]",0
"140 is in the set [80, 140, 882, 954, 986]",1
"635 is in the set [68, 275, 288, 327, 808]",0
"591 is in the set [15, 591, 688, 755, 871]",1
"114 is in the set [219, 398, 505, 757, 792]",0
"100 is in the set [100, 209, 447, 901, 939]",1
"455 is in the set [58, 84, 564, 813, 828]",0
"803 is in the set [70, 289, 688, 707, 803]",1
"829 is in the set [508, 578, 633, 853, 940]",0
"83 is in the set [15, 83, 389, 565, 740]",1
"455 is in the set [18, 91, 431, 692, 988]",0
"931 is in the set [391, 598, 611, 861, 931]",1
"477 is in the set [96, 466, 479, 759, 780]",0
"630 is in the set [139, 456, 547, 630, 766]",1
"799 is in the set [440, 753, 958, 963, 982]",0
"791 is in the set [233, 519, 606, 791, 896]",1
"291 is in the set [58, 430, 475, 655, 900]",0
"711 is in the set [308, 635, 710, 711, 745]",1
"473 is in the set [142, 271, 358, 817, 980]",0
"976 is in the set [127, 440, 958, 976, 986]",1
"848 is in the set [61, 148, 744, 820, 822]",0
"213 is in the set [12, 213, 548, 743, 780]",1
"319 is in the set [190, 253, 626, 659, 911]",0
"780 is in the set [4, 175, 198, 728, 780]",1
"594 is in the set [444, 576, 736, 758, 960]",0
"850 is in the set [311, 338, 482, 645, 850]",1
"309 is in the set [107, 232, 268, 896, 940]",0
"42 is in the set [42, 362, 415, 895, 911]",1
"180 is in the set [44, 102, 245, 453, 880]",0
"540 is in the set [150, 305, 540, 589, 652]",1
"660 is in the set [159, 436, 533, 696, 715]",0
"495 is in the set [176, 259, 427, 495, 786]",1
"591 is in the set [474, 483, 491, 650, 969]",0
"351 is in the set [29, 351, 603, 830, 879]",1
"516 is in the set [20, 135, 318, 764, 833]",0
"740 is in the set [131, 184, 643, 676, 740]",1
"673 is in the set [16, 131, 207, 282, 847]",0
"453 is in the set [335, 453, 662, 943, 964]",1
"848 is in the set [30, 115, 168, 591, 888]",0
"241 is in the set [35, 86, 241, 311, 755]",1
"233 is in the set [302, 513, 551, 761, 795]",0
"450 is in the set [450, 498, 557, 776, 887]",1
"551 is in the set [102, 166, 225, 646, 919]",0
"969 is in the set [65, 67, 188, 649, 969]",1
"341 is in the set [10, 432, 777, 981, 987]",0
"269 is in the set [87, 269, 366, 762, 906]",1
"744 is in the set [210, 302, 318, 373, 450]",0
"302 is in the set [118, 194, 302, 699, 846]",1
"797 is in the set [247, 301, 489, 512, 899]",0
"832 is in the set [190, 195, 443, 740, 832]",1
"171 is in the set [586, 601, 862, 924, 987]",0
"690 is in the set [87, 130, 534, 690, 732]",1
"294 is in the set [184, 240, 330, 794, 928]",0
"350 is in the set [302, 343, 350, 840, 874]",1
"536 is in the set [232, 314, 434, 608, 829]",0
"180 is in the set [178, 180, 381, 453, 900]",1
"720 is in the set [112, 210, 532, 640, 663]",0
"762 is in the set [288, 366, 407, 762, 833]",1
"758 is in the set [609, 622, 745, 750, 936]",0
"487 is in the set [106, 405, 420, 477, 487]",1
"52 is in the set [165, 236, 383, 745, 772]",0
"542 is in the set [297, 531, 542, 579, 746]",1
"828 is in the set [126, 139, 520, 722, 791]",0
"103 is in the set [103, 183, 315, 504, 603]",1
"742 is in the set [206, 292, 823, 929, 958]",0
"492 is in the set [93, 401, 492, 571, 706]",1
"528 is in the set [105, 169, 324, 460, 489]",0
"374 is in the set [374, 408, 564, 822, 861]",1
"461 is in the set [160, 333, 376, 535, 774]",0
"558 is in the set [558, 683, 730, 737, 764]",1
"431 is in the set [31, 322, 510, 582, 699]",0
"51 is in the set [51, 180, 342, 589, 825]",1
"218 is in the set [107, 208, 243, 333, 450]",0
"432 is in the set [29, 132, 145, 432, 782]",1
"900 is in the set [20, 307, 908, 967, 973]",0
"171 is in the set [137, 151, 171, 278, 810]",1
"175 is in the set [25, 354, 410, 543, 901]",0
"877 is in the set [176, 369, 463, 781, 877]",1
"44 is in the set [11, 93, 219, 280, 736]",0
"510 is in the set [134, 348, 510, 680, 686]",1
"545 is in the set [208, 336, 340, 880, 943]",0
"283 is in the set [283, 564, 895, 979, 981]",1
"221 is in the set [250, 259, 606, 616, 698]",0
"951 is in the set [49, 242, 434, 590, 951]",1
"108 is in the set [256, 288, 337, 349, 889]",0
"29 is in the set [3, 29, 544, 713, 979]",1
"237 is in the set [275, 294, 424, 838, 856]",0
"401 is in the set [267, 379, 401, 679, 688]",1
"516 is in the set [244, 375, 427, 917, 968]",0
"337 is in the set [6, 337, 351, 472, 588]",1
"781 is in the set [444, 457, 587, 656, 922]",0
"103 is in the set [68, 103, 793, 903, 970]",1
"483 is in the set [37, 88, 235, 564, 638]",0
"780 is in the set [494, 708, 780, 787, 831]",1
"804 is in the set [119, 244, 459, 517, 942]",0
"868 is in the set [74, 300, 436, 750, 868]",1
"136 is in the set [133, 394, 434, 483, 553]",0
"44 is in the set [44, 121, 190, 851, 954]",1
"734 is in the set [151, 167, 232, 235, 933]",0
"658 is in the set [31, 84, 151, 560, 658]",1
"47 is in the set [310, 431, 679, 883, 903]",0
"255 is in the set [62, 192, 255, 841, 898]",1
"771 is in the set [78, 282, 493, 876, 887]",0
"210 is in the set [107, 210, 372, 557, 791]",1
"813 is in the set [110, 444, 618, 631, 966]",0
"170 is in the set [170, 422, 526, 602, 966]",1
"771 is in the set [156, 407, 526, 689, 758]",0
"969 is in the set [118, 492, 716, 861, 969]",1
"713 is in the set [290, 505, 721, 804, 828]",0
"623 is in the set [100, 494, 623, 725, 789]",1
"56 is in the set [137, 219, 325, 564, 710]",0
"97 is in the set [97, 184, 259, 358, 427]",1
"149 is in the set [286, 361, 610, 748, 783]",0
"855 is in the set [60, 375, 655, 669, 855]",1
"754 is in the set [131, 183, 433, 546, 934]",0
"891 is in the set [91, 438, 445, 891, 955]",1
"339 is in the set [204, 372, 426, 483, 686]",0
"102 is in the set [14, 102, 252, 858, 990]",1
"215 is in the set [65, 137, 388, 419, 582]",0
"512 is in the set [140, 445, 512, 677, 678]",1
"131 is in the set [164, 235, 471, 479, 702]",0
"858 is in the set [191, 520, 858, 917, 972]",1
"639 is in the set [371, 390, 523, 802, 879]",0
"136 is in the set [64, 136, 531, 557, 768]",1
"755 is in the set [162, 371, 640, 787, 841]",0
"110 is in the set [103, 110, 724, 799, 934]",1
"929 is in the set [5, 66, 256, 342, 758]",0
"817 is in the set [90, 149, 609, 817, 848]",1
"691 is in the set [363, 858, 928, 947, 971]",0
"255 is in the set [151, 255, 484, 748, 763]",1
"15 is in the set [17, 97, 165, 726, 869]",0
"322 is in the set [74, 195, 322, 406, 494]",1
"920 is in the set [19, 156, 248, 366, 628]",0
"708 is in the set [367, 427, 708, 864, 880]",1
"742 is in the set [57, 203, 218, 237, 917]",0
"772 is in the set [278, 525, 639, 772, 783]",1
"531 is in the set [207, 324, 417, 476, 896]",0
"717 is in the set [72, 717, 821, 837, 854]",1
"393 is in the set [412, 464, 660, 867, 900]",0
"401 is in the set [292, 401, 764, 867, 924]",1
"670 is in the set [45, 526, 700, 704, 920]",0
"534 is in the set [187, 534, 709, 791, 937]",1
"278 is in the set [81, 189, 352, 711, 951]",0
"536 is in the set [118, 222, 534, 536, 935]",1
"702 is in the set [22, 444, 487, 567, 605]",0
"684 is in the set [120, 291, 411, 521, 684]",1
"803 is in the set [68, 248, 516, 564, 681]",0
"284 is in the set [213, 284, 613, 680, 855]",1
"194 is in the set [263, 373, 876, 935, 944]",0
"861 is in the set [83, 298, 628, 861, 976]",1
"432 is in the set [358, 544, 587, 719, 802]",0
"335 is in the set [182, 335, 546, 603, 622]",1
"575 is in the set [34, 53, 279, 452, 554]",0
"628 is in the set [48, 277, 545, 552, 628]",1
"491 is in the set [158, 493, 649, 735, 986]",0
"762 is in the set [27, 521, 526, 762, 907]",1
"465 is in the set [213, 443, 523, 594, 841]",0
"882 is in the set [461, 514, 763, 882, 943]",1
"849 is in the set [135, 146, 389, 516, 973]",0
"543 is in the set [463, 543, 643, 766, 878]",1
"961 is in the set [301, 463, 681, 702, 987]",0
"464 is in the set [40, 42, 360, 464, 635]",1
"317 is in the set [211, 216, 310, 676, 963]",0
"571 is in the set [173, 261, 542, 571, 964]",1
"830 is in the set [501, 511, 601, 636, 657]",0
"148 is in the set [105, 148, 362, 706, 771]",1
"419 is in the set [141, 162, 610, 650, 801]",0
"652 is in the set [100, 386, 471, 652, 754]",1
"515 is in the set [470, 612, 683, 742, 913]",0
"163 is in the set [163, 310, 395, 452, 904]",1
"419 is in the set [42, 316, 503, 772, 848]",0
"218 is in the set [103, 152, 218, 593, 854]",1
"889 is in the set [55, 384, 431, 522, 743]",0
"433 is in the set [46, 375, 433, 530, 732]",1
"584 is in the set [18, 293, 535, 640, 651]",0
"21 is in the set [5, 21, 258, 452, 517]",1
"712 is in the set [222, 476, 513, 825, 939]",0
"331 is in the set [143, 245, 331, 454, 761]",1
"637 is in the set [125, 259, 551, 708, 958]",0
"844 is in the set [26, 30, 237, 426, 844]",1
"1 is in the set [385, 496, 718, 751, 819]",0
"938 is in the set [318, 327, 497, 719, 938]",1
"869 is in the set [195, 255, 309, 935, 940]",0
"381 is in the set [79, 155, 381, 496, 727]",1
"364 is in the set [95, 131, 176, 487, 702]",0
"955 is in the set [96, 441, 766, 892, 955]",1
"834 is in the set [185, 446, 479, 864, 887]",0
"646 is in the set [34, 77, 363, 646, 973]",1
"707 is in the set [156, 160, 185, 336, 460]",0
"411 is in the set [405, 411, 462, 521, 796]",1
"302 is in the set [46, 71, 89, 132, 666]",0
"721 is in the set [353, 491, 721, 791, 919]",1
"256 is in the set [96, 253, 277, 464, 963]",0
"351 is in the set [154, 351, 372, 456, 653]",1
"922 is in the set [136, 184, 204, 400, 622]",0
"671 is in the set [273, 501, 573, 671, 815]",1
"769 is in the set [161, 372, 412, 446, 488]",0
"431 is in the set [106, 122, 431, 501, 648]",1
"861 is in the set [282, 327, 559, 928, 944]",0
"132 is in the set [132, 250, 566, 715, 819]",1
"333 is in the set [95, 271, 591, 642, 991]",0
"513 is in the set [118, 263, 513, 514, 678]",1
"186 is in the set [162, 338, 543, 671, 778]",0
"725 is in the set [20, 214, 335, 693, 725]",1
"285 is in the set [45, 122, 516, 940, 986]",0
"166 is in the set [111, 166, 598, 621, 909]",1
"776 is in the set [299, 409, 803, 876, 878]",0
"824 is in the set [52, 163, 170, 463, 824]",1
"840 is in the set [231, 253, 371, 519, 759]",0
"165 is in the set [165, 223, 352, 413, 949]",1
"517 is in the set [39, 83, 101, 535, 606]",0
"414 is in the set [214, 414, 701, 893, 902]",1
"180 is in the set [106, 157, 344, 486, 525]",0
"558 is in the set [558, 586, 665, 802, 975]",1
"413 is in the set [122, 368, 543, 928, 951]",0
"463 is in the set [25, 106, 277, 463, 602]",1
"301 is in the set [289, 784, 817, 902, 929]",0
"166 is in the set [166, 394, 770, 869, 897]",1
"725 is in the set [62, 185, 399, 821, 995]",0
"781 is in the set [227, 658, 756, 781, 805]",1
"368 is in the set [77, 476, 683, 703, 953]",0
"819 is in the set [71, 442, 470, 765, 819]",1
"481 is in the set [345, 629, 700, 847, 851]",0
"451 is in the set [43, 249, 451, 814, 896]",1
"994 is in the set [62, 127, 195, 472, 667]",0
"648 is in the set [134, 214, 648, 709, 729]",1
"293 is in the set [266, 393, 546, 591, 773]",0
"303 is in the set [176, 303, 478, 543, 893]",1
"946 is in the set [157, 529, 580, 714, 803]",0
"739 is in the set [199, 231, 614, 739, 935]",1
"136 is in the set [108, 143, 283, 399, 422]",0
"358 is in the set [358, 435, 770, 800, 886]",1
"48 is in the set [239, 273, 349, 688, 884]",0
"709 is in the set [63, 139, 507, 596, 709]",1
"166 is in the set [40, 107, 508, 541, 780]",0
"698 is in the set [684, 698, 861, 890, 915]",1
"226 is in the set [114, 118, 441, 469, 959]",0
"150 is in the set [150, 256, 327, 517, 522]",1
"20 is in the set [381, 547, 764, 898, 942]",0
"367 is in the set [367, 430, 451, 776, 842]",1
"843 is in the set [262, 449, 590, 739, 784]",0
"924 is in the set [49, 117, 154, 663, 924]",1
"791 is in the set [67, 251, 356, 671, 928]",0
"231 is in the set [52, 74, 98, 231, 346]",1
"445 is in the set [81, 88, 271, 283, 429]",0
"340 is in the set [61, 340, 410, 756, 925]",1
"323 is in the set [55, 148, 505, 625, 834]",0
"197 is in the set [197, 214, 556, 714, 956]",1
"762 is in the set [7, 96, 189, 855, 976]",0
"790 is in the set [300, 743, 790, 804, 897]",1
"50 is in the set [141, 220, 638, 693, 860]",0
"112 is in the set [73, 112, 587, 625, 632]",1
"743 is in the set [133, 558, 640, 768, 937]",0
"738 is in the set [404, 464, 536, 738, 991]",1
"589 is in the set [40, 181, 247, 776, 898]",0
"547 is in the set [19, 196, 547, 706, 800]",1
"313 is in the set [206, 533, 676, 680, 719]",0
"943 is in the set [327, 483, 758, 922, 943]",1
"202 is in the set [437, 590, 697, 907, 951]",0
"947 is in the set [238, 308, 435, 947, 974]",1
"415 is in the set [103, 129, 175, 201, 528]",0
"906 is in the set [130, 311, 805, 906, 937]",1
"930 is in the set [9, 210, 393, 619, 826]",0
"47 is in the set [47, 391, 528, 537, 933]",1
"330 is in the set [137, 467, 486, 645, 874]",0
"697 is in the set [65, 254, 661, 697, 753]",1
"484 is in the set [82, 282, 377, 490, 773]",0
"693 is in the set [80, 373, 392, 693, 826]",1
"846 is in the set [340, 378, 642, 651, 812]",0
"55 is in the set [55, 130, 311, 316, 353]",1
"242 is in the set [148, 217, 624, 805, 951]",0
"218 is in the set [218, 289, 594, 775, 940]",1
"582 is in the set [65, 158, 207, 410, 785]",0
"501 is in the set [296, 501, 834, 857, 989]",1
"404 is in the set [137, 211, 363, 821, 989]",0
"71 is in the set [36, 71, 136, 207, 759]",1
"349 is in the set [0, 218, 700, 810, 924]",0
"925 is in the set [484, 780, 852, 925, 973]",1
"66 is in the set [102, 103, 248, 849, 871]",0
"171 is in the set [158, 171, 381, 527, 763]",1
"920 is in the set [325, 491, 505, 678, 990]",0
"646 is in the set [195, 261, 270, 646, 837]",1
"55 is in the set [338, 415, 511, 640, 820]",0
"467 is in the set [32, 293, 467, 517, 930]",1
"348 is in the set [302, 595, 621, 896, 965]",0
"71 is in the set [71, 288, 397, 787, 900]",1
"419 is in the set [242, 580, 596, 713, 734]",0
"443 is in the set [79, 119, 443, 773, 994]",1
"299 is in the set [22, 282, 454, 706, 804]",0
"805 is in the set [28, 397, 805, 852, 960]",1
"272 is in the set [338, 361, 364, 790, 830]",0
"994 is in the set [4, 194, 562, 609, 994]",1
"477 is in the set [40, 167, 518, 845, 885]",0
"650 is in the set [251, 281, 478, 650, 950]",1
"109 is in the set [214, 268, 375, 614, 876]",0
"343 is in the set [114, 185, 217, 220, 343]",1
"325 is in the set [107, 253, 731, 870, 914]",0
"336 is in the set [336, 437, 644, 788, 859]",1
"749 is in the set [24, 44, 572, 622, 729]",0
"513 is in the set [136, 213, 319, 513, 711]",1
"49 is in the set [499, 670, 681, 689, 822]",0
"672 is in the set [36, 62, 385, 453, 672]",1
"480 is in the set [29, 349, 563, 989, 992]",0
"71 is in the set [60, 71, 286, 309, 687]",1
"634 is in the set [209, 618, 648, 722, 823]",0
"175 is in the set [11, 175, 394, 426, 525]",1
"230 is in the set [396, 522, 550, 634, 864]",0
"760 is in the set [134, 584, 673, 760, 795]",1
"232 is in the set [335, 344, 406, 519, 682]",0
"745 is in the set [62, 197, 528, 745, 764]",1
"159 is in the set [35, 127, 158, 608, 968]",0
"963 is in the set [307, 486, 586, 658, 963]",1
"151 is in the set [13, 179, 348, 850, 948]",0
"480 is in the set [13, 21, 36, 404, 480]",1
"119 is in the set [106, 326, 416, 601, 682]",0
"156 is in the set [83, 87, 156, 560, 695]",1
"707 is in the set [50, 367, 926, 931, 983]",0
"662 is in the set [263, 309, 387, 662, 744]",1
"204 is in the set [261, 346, 668, 811, 898]",0
"8 is in the set [8, 134, 557, 833, 911]",1
"503 is in the set [229, 410, 746, 976, 977]",0
"378 is in the set [61, 319, 378, 502, 838]",1
"552 is in the set [227, 451, 572, 810, 964]",0
"240 is in the set [240, 297, 353, 475, 841]",1
"136 is in the set [192, 375, 510, 604, 659]",0
"395 is in the set [43, 123, 395, 845, 927]",1
"20 is in the set [105, 449, 599, 770, 797]",0
"368 is in the set [176, 179, 223, 368, 861]",1
"1000 is in the set [394, 468, 546, 557, 718]",0
"773 is in the set [180, 390, 559, 773, 900]",1
"289 is in the set [93, 504, 671, 762, 780]",0
"473 is in the set [289, 473, 610, 715, 756]",1
"120 is in the set [276, 447, 742, 821, 922]",0
"567 is in the set [10, 518, 567, 708, 740]",1
"936 is in the set [462, 510, 857, 888, 952]",0
"228 is in the set [127, 228, 317, 444, 653]",1
"900 is in the set [78, 122, 313, 333, 685]",0
"718 is in the set [23, 29, 277, 718, 976]",1
"681 is in the set [280, 310, 508, 516, 593]",0
"319 is in the set [108, 219, 319, 569, 917]",1
"271 is in the set [159, 195, 485, 882, 935]",0
"753 is in the set [584, 753, 910, 949, 960]",1
"845 is in the set [282, 399, 487, 567, 950]",0
"587 is in the set [140, 267, 587, 611, 996]",1
"806 is in the set [44, 126, 369, 754, 905]",0
"175 is in the set [175, 188, 729, 772, 822]",1
"390 is in the set [25, 78, 355, 963, 972]",0
"836 is in the set [296, 326, 446, 513, 836]",1
"592 is in the set [218, 593, 650, 877, 918]",0
"637 is in the set [176, 477, 487, 637, 975]",1
"541 is in the set [266, 338, 616, 636, 878]",0
"150 is in the set [137, 150, 395, 834, 930]",1
"34 is in the set [13, 72, 561, 636, 924]",0
"562 is in the set [24, 323, 562, 742, 842]",1
"574 is in the set [17, 179, 649, 689, 961]",0
"856 is in the set [155, 218, 237, 368, 856]",1
"141 is in the set [8, 140, 714, 922, 970]",0
"283 is in the set [70, 283, 507, 508, 727]",1
"784 is in the set [438, 509, 623, 639, 915]",0
"447 is in the set [369, 427, 447, 581, 971]",1
"567 is in the set [58, 191, 245, 607, 651]",0
"620 is in the set [45, 481, 618, 620, 846]",1
"157 is in the set [94, 115, 261, 534, 916]",0
"98 is in the set [15, 98, 195, 349, 602]",1
"604 is in the set [30, 464, 690, 721, 799]",0
"768 is in the set [421, 463, 664, 768, 804]",1
"225 is in the set [64, 326, 630, 639, 862]",0
"305 is in the set [305, 503, 674, 733, 861]",1
"682 is in the set [98, 380, 507, 852, 861]",0
"917 is in the set [89, 540, 842, 917, 941]",1
"223 is in the set [91, 92, 567, 783, 922]",0
"802 is in the set [182, 263, 478, 802, 978]",1
"111 is in the set [30, 351, 397, 511, 520]",0
"27 is in the set [27, 334, 356, 404, 457]",1
"17 is in the set [138, 231, 382, 710, 914]",0
"281 is in the set [280, 281, 809, 958, 986]",1
"170 is in the set [57, 134, 277, 596, 997]",0
"58 is in the set [27, 58, 293, 695, 874]",1
"468 is in the set [117, 560, 752, 859, 969]",0
"493 is in the set [46, 335, 493, 848, 890]",1
"874 is in the set [83, 303, 735, 747, 881]",0
"23 is in the set [23, 90, 289, 652, 958]",1
"108 is in the set [51, 207, 271, 442, 694]",0
"855 is in the set [68, 594, 636, 686, 855]",1
"439 is in the set [122, 349, 794, 845, 927]",0
"568 is in the set [92, 289, 358, 463, 568]",1
"300 is in the set [47, 87, 286, 426, 691]",0
"10 is in the set [10, 141, 582, 667, 674]",1
"902 is in the set [76, 93, 723, 737, 795]",0
"513 is in the set [313, 411, 513, 537, 695]",1
"465 is in the set [28, 120, 333, 336, 537]",0
"320 is in the set [139, 207, 320, 595, 942]",1
"363 is in the set [361, 427, 551, 592, 959]",0
"347 is in the set [8, 347, 454, 720, 949]",1
"562 is in the set [183, 463, 646, 701, 905]",0
"921 is in the set [351, 358, 382, 607, 921]",1
"766 is in the set [98, 130, 258, 830, 918]",0
"437 is in the set [168, 174, 250, 353, 437]",1
"977 is in the set [276, 323, 487, 555, 953]",0
"107 is in the set [73, 107, 288, 816, 926]",1
"726 is in the set [158, 207, 403, 920, 959]",0
"208 is in the set [47, 208, 237, 880, 961]",1
"254 is in the set [39, 178, 924, 936, 979]",0
"317 is in the set [277, 317, 320, 358, 556]",1
"738 is in the set [60, 268, 633, 700, 760]",0
"365 is in the set [109, 365, 414, 913, 971]",1
"50 is in the set [351, 460, 467, 574, 944]",0
"348 is in the set [39, 98, 348, 376, 871]",1
"438 is in the set [11, 292, 359, 452, 649]",0
"80 is in the set [44, 80, 536, 560, 715]",1
"752 is in the set [9, 270, 426, 508, 549]",0
"620 is in the set [59, 620, 661, 841, 863]",1
"679 is in the set [87, 279, 888, 967, 982]",0
"7 is in the set [7, 148, 149, 324, 698]",1
"388 is in the set [116, 468, 668, 720, 793]",0
"338 is in the set [281, 338, 533, 652, 798]",1
"500 is in the set [545, 611, 710, 743, 939]",0
"198 is in the set [143, 198, 217, 538, 982]",1
"243 is in the set [335, 429, 487, 511, 615]",0
"708 is in the set [90, 139, 681, 708, 736]",1
"238 is in the set [24, 311, 413, 537, 706]",0
"393 is in the set [161, 224, 350, 393, 408]",1
"403 is in the set [97, 211, 334, 457, 865]",0
"952 is in the set [471, 610, 801, 802, 952]",1
"191 is in the set [22, 149, 366, 588, 871]",0
"304 is in the set [7, 164, 304, 811, 914]",1
"494 is in the set [12, 234, 602, 780, 881]",0
"743 is in the set [24, 242, 256, 743, 888]",1
"208 is in the set [344, 603, 699, 906, 941]",0
"317 is in the set [141, 317, 354, 404, 675]",1
"195 is in the set [67, 158, 228, 426, 491]",0
"535 is in the set [82, 535, 570, 671, 751]",1
"453 is in the set [23, 167, 621, 723, 977]",0
"177 is in the set [115, 177, 464, 545, 799]",1
"566 is in the set [280, 513, 627, 840, 946]",0
"463 is in the set [161, 300, 463, 532, 992]",1
"16 is in the set [80, 440, 609, 627, 991]",0
"378 is in the set [113, 226, 378, 582, 845]",1
"755 is in the set [95, 507, 577, 617, 734]",0
"374 is in the set [168, 182, 374, 743, 838]",1
"890 is in the set [455, 492, 623, 685, 774]",0
"211 is in the set [189, 211, 531, 869, 933]",1
"653 is in the set [327, 444, 546, 598, 754]",0
"528 is in the set [216, 312, 473, 528, 734]",1
"889 is in the set [7, 331, 553, 711, 859]",0
"70 is in the set [44, 70, 540, 739, 768]",1
"309 is in the set [645, 691, 805, 952, 955]",0
"694 is in the set [57, 70, 99, 190, 694]",1
"335 is in the set [112, 377, 727, 766, 917]",0
"360 is in the set [14, 360, 450, 654, 868]",1
"337 is in the set [196, 460, 624, 699, 956]",0
"116 is in the set [116, 250, 511, 838, 913]",1
"514 is in the set [482, 562, 834, 866, 902]",0
"426 is in the set [234, 426, 567, 677, 784]",1
"139 is in the set [229, 516, 528, 584, 944]",0
"513 is in the set [186, 290, 393, 513, 862]",1
"935 is in the set [48, 381, 609, 854, 988]",0
"860 is in the set [331, 451, 531, 799, 860]",1
"661 is in the set [153, 277, 361, 602, 698]",0
"871 is in the set [29, 151, 174, 752, 871]",1
"655 is in the set [219, 550, 557, 703, 712]",0
"220 is in the set [87, 101, 120, 155, 220]",1
"198 is in the set [37, 62, 425, 466, 938]",0
"779 is in the set [77, 634, 671, 779, 827]",1
"801 is in the set [65, 212, 473, 532, 755]",0
"483 is in the set [60, 442, 483, 593, 954]",1
"205 is in the set [76, 113, 184, 604, 839]",0
"984 is in the set [300, 749, 818, 956, 984]",1
"261 is in the set [7, 37, 431, 727, 751]",0
"538 is in the set [49, 324, 538, 913, 976]",1
"857 is in the set [31, 125, 192, 250, 587]",0
"805 is in the set [213, 690, 702, 805, 941]",1
"853 is in the set [142, 480, 607, 674, 912]",0
"814 is in the set [196, 203, 806, 814, 972]",1
"351 is in the set [45, 203, 429, 467, 524]",0
"311 is in the set [209, 214, 311, 662, 915]",1
"594 is in the set [13, 138, 175, 180, 806]",0
"867 is in the set [259, 453, 712, 741, 867]",1
"237 is in the set [121, 252, 364, 441, 890]",0
"751 is in the set [145, 254, 441, 527, 751]",1
"898 is in the set [345, 566, 604, 832, 938]",0
"570 is in the set [9, 85, 570, 873, 918]",1
"675 is in the set [76, 110, 316, 387, 434]",0
"352 is in the set [161, 265, 352, 552, 825]",1
"642 is in the set [257, 279, 369, 472, 786]",0
"149 is in the set [149, 204, 403, 714, 764]",1
"175 is in the set [61, 113, 246, 568, 864]",0
"322 is in the set [15, 31, 322, 500, 719]",1
"695 is in the set [1, 112, 225, 365, 769]",0
"59 is in the set [59, 215, 386, 550, 837]",1
"762 is in the set [38, 330, 503, 824, 962]",0
"441 is in the set [327, 357, 441, 480, 832]",1
"288 is in the set [228, 400, 517, 641, 940]",0
"433 is in the set [46, 232, 392, 433, 965]",1
"688 is in the set [43, 61, 773, 913, 940]",0
"380 is in the set [86, 380, 439, 691, 737]",1
"392 is in the set [59, 341, 421, 473, 703]",0
"550 is in the set [550, 602, 707, 710, 884]",1
"273 is in the set [132, 196, 340, 891, 904]",0
"971 is in the set [744, 832, 836, 869, 971]",1
